Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
Asus,Notebook,8,2.0,65202.48,0,0,174.05705383053478,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,32654.51,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,70476.21,0,1,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,61207.23,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Other
Dell,Ultrabook,8,1.29,47889.73,1,1,204.15714584634156,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,34039.53,0,0,174.05705383053478,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,44533.72,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,64948.914800000006,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,74575.3365,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
Asus,Netbook,2,1.1,13051.15,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,27778.706900000005,1,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,158105.36000000002,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,47357.030000000006,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,80118.08,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,74524.73000000001,0,1,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,68171.21710000001,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,36703.03,0,0,123.83434142318256,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,47357.030000000006,0,1,156.9531814888059,Intel Core i5,1000,128,AMD,Other
Lenovo,Notebook,8,2.02,71381.8,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,42562.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,24450.93,0,0,123.83434142318256,Intel Core i3,2000,0,Nvidia,Other
Dell,Notebook,4,2.3,31162.95,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,73352.79000000001,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,160490.2579,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2.0,45812.2,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2.0,69197.73000000001,0,1,348.1141076610696,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,19656.63,0,1,204.15714584634156,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,87842.23000000001,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,72926.63,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,42478.0307,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,21254.197300000003,0,0,174.05705383053478,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,95832.73,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,45758.93,0,1,193.9492885540245,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,74524.73000000001,1,0,340.2619097439025,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,39199.7949,0,0,193.9492885540245,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,60994.15,0,1,340.2619097439025,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,42509.46,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
Asus,Notebook,4,2.0,18591.23,0,0,123.83434142318256,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,37581.985,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,41816.95,0,0,193.9492885540245,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,24629.384500000004,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
HP,Notebook,4,1.86,21148.19,0,0,174.05705383053478,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,92103.83,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,26581.730000000003,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,59502.0573,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,143775.73,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,28986.8705,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,68185.6,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2.0,11932.48,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Other
Mediacom,Notebook,4,1.35,13583.85,0,1,204.15714584634156,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,50553.23,0,0,130.79431790733827,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,30305.303,0,1,174.05705383053478,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,32915.533,0,0,123.83434142318256,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,18591.23,1,1,234.076727565202,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,33560.1,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,104675.55,1,1,340.2619097439025,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,159756.73,0,1,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,44693.530000000006,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,85178.73000000001,1,1,408.3142916926831,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,51085.93,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,39366.53,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,18324.88,0,0,174.05705383053478,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,52737.3,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,99134.9373,0,0,130.79431790733827,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,20722.03,0,0,137.98683758583198,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,34572.23,0,1,174.05705383053478,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,44214.100000000006,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,36489.95,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,13264.23,0,0,193.9492885540245,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,99348.55,1,0,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,141858.01,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,145373.83000000002,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,39899.7627,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
Mediacom,Notebook,4,1.45,20722.03,0,1,193.9492885540245,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,53723.860400000005,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,38301.130000000005,0,0,204.15714584634156,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,81896.76530000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,15714.65,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
MSI,Gaming,16,4.5,125131.23,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,79798.46,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,89120.71,0,1,193.9492885540245,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,32441.43,1,0,123.83434142318256,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,94287.9,0,1,156.9531814888059,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,39366.53,1,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,50553.23,0,0,174.05705383053478,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,32121.81,1,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,90505.73,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,28179.83,0,0,156.9531814888059,Intel Core i3,500,0,Intel,Other
Lenovo,Notebook,8,2.29,24450.93,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,107871.75,1,1,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,78519.98000000001,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,88960.90000000001,1,0,217.2232031805074,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,93915.01,1,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,64936.130000000005,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,35609.9296,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,17525.83,0,0,193.9492885540245,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,117140.73,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,24770.550000000003,0,0,123.83434142318256,Intel Core i3,1000,0,AMD,Other
MSI,Gaming,16,1.8,122467.73,0,0,348.1141076610696,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,30044.28,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,69197.73000000001,1,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,18591.23,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,260969.73,0,1,348.1141076610696,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,46824.862700000005,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,23646.553,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Other
Dell,Notebook,4,2.25,19123.93,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Other
Dell,Notebook,4,1.93,46291.630000000005,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Other
Asus,Gaming,8,3.0,62219.36,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,30310.63,0,0,174.05705383053478,Intel Core i5,0,128,AMD,Other
HP,Ultrabook,8,1.84,73992.03,0,0,174.05705383053478,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,120808.9022,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,20189.33,1,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
HP,Notebook,8,2.31,59875.48,0,0,137.98683758583198,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,78040.55,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,41337.52,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,42562.73,0,0,123.83434142318256,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,49647.64,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,47889.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,12731.53,0,0,193.9492885540245,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,24930.36,0,0,174.05705383053478,Intel Core i5,0,128,Intel,Other
Asus,2 in 1 Convertible,6,1.5,34040.0627,1,0,204.15714584634156,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.0,96951.4,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,101213.0,0,0,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,78786.33,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,44160.83,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,30843.33,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,21254.73,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,48295.6474,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,99561.63,1,0,340.2619097439025,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,13264.23,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,93617.7634,1,1,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,127794.73,1,0,348.1141076610696,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,59076.43,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,27748.343,0,0,133.10245292923247,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,130511.5,0,1,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,62272.630000000005,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
Acer,Notebook,4,2.4,23971.5,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,14595.98,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,48955.130000000005,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,138448.73,0,0,193.9492885540245,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,64616.51,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,84379.68000000001,0,1,217.2232031805074,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,149102.73,0,1,156.9531814888059,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,37768.43,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
Dell,Ultrabook,8,1.2,77236.17300000001,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,63487.186,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,19438.223,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Other
Toshiba,Notebook,8,2.0,56679.280000000006,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,48955.130000000005,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,60461.45,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,63710.920000000006,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,167660.39990000002,0,1,313.9063629776118,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,65468.83,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,22320.13,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,28499.45,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,28712.53,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,79200.23790000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,26528.460000000003,0,0,123.83434142318256,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,50872.850000000006,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,39686.15,0,0,174.05705383053478,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2.0,67013.66,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,21947.24,0,0,123.83434142318256,Intel Core i3,0,128,Intel,Other
Microsoft,Ultrabook,8,1.252,99500.3695,1,0,236.3307997565705,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,43572.196500000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,55081.18,1,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,18591.23,0,0,123.83434142318256,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,37235.73,1,1,193.9492885540245,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,68931.38,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,60461.45,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,26368.65,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
LG,Ultrabook,8,1.09,122467.73,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,69197.73000000001,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,53158.133,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,22320.13,0,0,123.83434142318256,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,109256.77,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,37235.73,0,1,156.9531814888059,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,79851.73000000001,1,1,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,149888.46250000002,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,32633.7347,0,0,123.83434142318256,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,29067.8409,0,0,123.83434142318256,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,30310.63,0,1,156.9531814888059,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,16939.86,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,19976.25,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
Lenovo,Notebook,4,1.7,37235.73,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,101638.6273,0,0,156.9531814888059,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,137969.30000000002,1,0,258.599051405366,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,51831.71000000001,0,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,14329.63,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,93169.23,1,0,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,35637.630000000005,1,0,217.2232031805074,Other Intel Processor,0,0,Intel,Other
Toshiba,Ultrabook,16,1.36,99987.79,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,36703.03,0,1,174.05705383053478,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,43628.130000000005,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,21254.73,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,22852.83,0,0,123.83434142318256,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,33104.641500000005,0,0,174.05705383053478,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,23971.5,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Other
Dell,Notebook,8,2.18,42349.65,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,53216.73,1,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,98815.85,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,63444.57000000001,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,34892.3827,0,1,156.9531814888059,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,66534.23000000001,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,58011.030000000006,0,0,193.9492885540245,Intel Core i5,0,256,Nvidia,Other
Dell,Notebook,8,1.98,38674.02,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
Asus,Notebook,4,1.5,15874.46,0,0,193.9492885540245,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,75998.17820000001,0,0,174.05705383053478,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,45656.11890000001,0,1,193.9492885540245,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,62805.33,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,15874.46,0,0,123.83434142318256,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,14116.55,0,1,193.9492885540245,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,63924.00000000001,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,89847.31280000001,0,1,258.599051405366,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,44565.682,1,1,145.2493027219284,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,79851.73000000001,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,194936.238,0,0,313.9063629776118,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,71833.52960000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,26096.973,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Other
Dell,Notebook,8,2.2,38301.130000000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,34572.23,1,0,204.15714584634156,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,31403.7304,0,0,123.83434142318256,Intel Core i5,1000,0,AMD,Other
HP,Notebook,4,2.1,26049.03,0,0,174.05705383053478,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,4.2,103077.45,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,2.25,34572.23,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,34625.5,0,0,174.05705383053478,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,2.4,29777.93,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,1.44,51139.2,0,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,41497.33,0,0,174.05705383053478,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,128860.13,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,35104.93,1,0,204.15714584634156,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,111572.9496,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.4,21883.316000000003,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2.0,64296.89000000001,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.0,35424.55,0,0,123.83434142318256,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,81769.45000000001,1,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,53216.73,1,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,175737.73,0,1,348.1141076610696,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,17579.100000000002,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
Samsung,Ultrabook,16,0.81,87842.23000000001,0,0,204.15714584634156,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,28712.53,0,0,174.05705383053478,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,60019.8417,0,0,137.98683758583198,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3.0,233802.03000000003,0,1,156.9531814888059,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,25303.25,1,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,1.84,101213.0,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,30843.33,0,0,123.83434142318256,Intel Core i5,1000,0,Nvidia,Other
Lenovo,Ultrabook,4,1.7,58383.920000000006,0,0,193.9492885540245,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,45274.173,0,0,123.83434142318256,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,63870.73,1,1,340.2619097439025,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,58543.73,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,2.59,83154.47,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,152831.0973,0,1,348.1141076610696,Intel Core i7,1000,256,Nvidia,Windows
