,Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
484,Lenovo,Notebook,4,2.3,30097.550000000003,0,0,123.83434142318255,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,1.75,55880.23,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,2.17,124545.26000000001,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,2.06,101159.73000000001,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,1.36,95779.46,0,1,217.2232031805074,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,103876.5,0,0,217.2232031805074,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,2.3,53908.7073,0,1,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,1.05,149102.73,1,0,204.15714584634154,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,1.99,71914.5,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,2.2,30843.33,0,0,123.83434142318255,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,4.33,67599.63,1,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,1.3,58543.73,0,1,154.54525809613182,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,2.17,47884.403,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,1.48,93169.23000000001,0,0,193.94928855402446,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,1.4,50553.23,0,1,204.15714584634154,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,2.3,48528.97,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,1.2,18111.8,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,1.91,32973.5973,0,0,123.83434142318255,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,85178.73000000001,1,1,195.3446071767153,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,2.1,15927.730000000001,0,0,137.98683758583198,Other Intel Processor,500,0,Intel,Windows
504,Lenovo,Netbook,4,1.25,14116.550000000001,0,0,166.53583846565928,Other Intel Processor,0,16,Intel,Other
505,Lenovo,Notebook,8,1.44,50553.23,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
506,Asus,Notebook,8,2.0,65202.48,0,0,174.05705383053478,Intel Core i7,1000,256,Intel,Windows
507,Acer,Notebook,4,2.2,32654.510000000002,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
508,HP,Ultrabook,8,1.34,70476.21,0,1,204.15714584634154,Intel Core i7,0,512,Intel,Windows
509,Lenovo,Gaming,8,2.4,61207.23,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Other
510,Dell,Ultrabook,8,1.29,47889.73,1,1,204.15714584634154,Intel Core i5,0,128,Intel,Windows
511,Acer,Notebook,4,2.2,34039.53,0,0,174.05705383053478,Intel Core i7,500,0,Nvidia,Windows
512,Dell,Notebook,8,2.18,44533.72,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
513,Dell,Notebook,16,2.2,64948.914800000006,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
514,Xiaomi,Notebook,16,1.95,74575.3365,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
515,Asus,Netbook,2,1.1,13051.150000000001,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
516,HP,Notebook,4,2.04,27778.706900000005,1,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
517,Asus,Gaming,24,2.24,158105.36000000002,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
518,HP,Notebook,8,2.04,47357.030000000006,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
519,Asus,Gaming,16,3.0,80118.08,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
520,Lenovo,Gaming,8,3.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
521,HP,Ultrabook,8,1.32,74524.73000000001,0,1,204.15714584634154,Intel Core i7,0,256,Intel,Windows
522,Dell,Notebook,8,1.64,68171.21710000001,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
523,HP,Notebook,4,1.63,36703.03,0,0,123.83434142318255,Intel Core i3,0,128,Intel,Windows
524,Dell,Notebook,8,2.8,47357.030000000006,0,1,156.9531814888059,Intel Core i5,1000,128,AMD,Other
525,Lenovo,Notebook,8,2.02,71381.8,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
526,Lenovo,Notebook,4,2.2,42562.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
527,Lenovo,Notebook,8,2.2,24450.93,0,0,123.83434142318255,Intel Core i3,2000,0,Nvidia,Other
528,Dell,Notebook,4,2.3,31162.95,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
529,Dell,Notebook,8,1.9,73352.79000000001,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
530,Dell,Gaming,16,4.42,160490.2579,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
531,Toshiba,Notebook,8,2.0,45812.200000000004,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
532,Asus,Notebook,8,2.0,69197.73000000001,0,1,348.11410766106957,Intel Core i7,1000,256,Nvidia,Windows
533,Mediacom,Notebook,4,1.2,19656.63,0,1,204.15714584634154,Other Intel Processor,0,32,Intel,Windows
534,Asus,Gaming,8,2.3,87842.23000000001,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
535,Dell,Notebook,8,1.93,72926.63,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
536,Dell,Notebook,8,2.2,42478.0307,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
537,HP,Notebook,4,1.86,21254.197300000003,0,0,174.05705383053478,Other Intel Processor,0,256,Intel,Windows
538,HP,Gaming,12,2.62,95832.73000000001,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
539,Lenovo,Notebook,8,1.87,45758.93,0,1,193.94928855402446,Intel Core i7,0,256,Nvidia,Windows
540,Dell,Ultrabook,8,1.2,74524.73000000001,1,0,340.26190974390255,Intel Core i7,0,256,Intel,Windows
541,Dell,Notebook,4,1.6,39199.7949,0,0,193.94928855402446,Intel Core i3,0,128,Intel,Windows
542,HP,Ultrabook,8,1.34,60994.15,0,1,340.26190974390255,Intel Core i7,0,256,Intel,Windows
543,Acer,Gaming,8,2.4,42509.46,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
544,Asus,Notebook,4,2.0,18591.23,0,0,123.83434142318255,AMD Processor,500,0,AMD,Windows
545,HP,Notebook,4,2.1,37581.985,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
546,Lenovo,Notebook,4,1.87,41816.950000000004,0,0,193.94928855402446,Intel Core i5,500,0,Intel,Windows
547,Lenovo,Notebook,4,2.15,24629.384500000004,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
548,HP,Notebook,4,1.86,21148.190000000002,0,0,174.05705383053478,Intel Core i3,500,0,Intel,Windows
549,Lenovo,Notebook,8,1.99,92103.83,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
550,Lenovo,Notebook,4,2.2,26581.730000000003,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
551,Dell,Notebook,8,1.9,59502.0573,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
552,Dell,Gaming,16,4.42,143775.73,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
553,HP,Notebook,8,2.65,28986.8705,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
554,HP,Notebook,8,2.63,68185.6,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
555,Asus,Notebook,4,2.0,11932.480000000001,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Other
556,Mediacom,Notebook,4,1.35,13583.85,0,1,204.15714584634154,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,Notebook,6,2.8,50553.23,0,0,130.79431790733827,Intel Core i7,1000,128,Nvidia,Windows
558,HP,Notebook,6,1.91,30305.303,0,1,174.05705383053478,AMD Processor,0,128,AMD,Windows
559,Dell,Notebook,4,2.18,32915.533,0,0,123.83434142318255,Intel Core i3,1000,0,AMD,Windows
560,Acer,2 in 1 Convertible,4,1.25,18591.23,1,1,234.07672756520196,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,Notebook,4,2.05,33560.1,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
562,HP,Ultrabook,16,1.16,104675.55,1,1,340.26190974390255,Other Intel Processor,0,512,Intel,Windows
563,Lenovo,Notebook,8,3.4,159756.73,0,1,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
564,Asus,Notebook,8,2.5,44693.530000000006,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,1.21,85178.73000000001,1,1,408.31429169268307,Intel Core i5,0,128,Intel,Windows
566,Dell,Notebook,4,1.93,51085.93,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
567,Fujitsu,Notebook,8,2.2,39366.53,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
568,Lenovo,Notebook,4,2.2,18324.88,0,0,174.05705383053478,Other Intel Processor,500,0,Intel,Windows
569,Lenovo,Notebook,4,2.02,52737.3,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
570,HP,Workstation,8,3.14,99134.9373,0,0,130.79431790733827,Intel Core i5,500,0,Nvidia,Windows
571,HP,Notebook,8,1.94,20722.030000000002,0,0,137.98683758583198,Other Intel Processor,2000,0,Intel,Windows
572,HP,Notebook,6,1.95,34572.23,0,1,174.05705383053478,AMD Processor,0,256,AMD,Windows
573,Lenovo,Notebook,8,2.3,44214.100000000006,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
574,Lenovo,Notebook,4,2.05,36489.950000000004,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
575,Mediacom,Notebook,4,1.4,13264.230000000001,0,0,193.94928855402446,Other Intel Processor,0,32,Intel,Windows
576,Toshiba,Ultrabook,16,1.24,99348.55,1,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
577,Lenovo,Gaming,32,4.6,141858.01,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
578,MSI,Gaming,16,4.14,145373.83000000002,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
579,Dell,Notebook,8,2.2,39899.7627,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
580,Mediacom,Notebook,4,1.45,20722.030000000002,0,1,193.94928855402446,Other Intel Processor,0,32,Intel,Windows
581,Dell,Notebook,8,1.9,53723.860400000005,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
582,HP,Notebook,4,1.49,38301.130000000005,0,0,204.15714584634154,Intel Core i3,0,128,Intel,Windows
583,Dell,Notebook,16,1.93,81896.76530000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
584,Dell,Netbook,4,1.26,15714.650000000001,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
585,MSI,Gaming,16,4.5,125131.23000000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
586,HP,Gaming,16,3.78,79798.46,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
587,Lenovo,Ultrabook,12,1.4,89120.71,0,1,193.94928855402446,Intel Core i7,0,256,Intel,Windows
588,Lenovo,Notebook,12,2.2,32441.43,1,0,123.83434142318255,Intel Core i7,1000,0,Intel,Windows
589,Asus,Gaming,8,2.73,94287.90000000001,0,1,156.9531814888059,Intel Core i5,1000,128,Nvidia,Windows
590,Asus,2 in 1 Convertible,8,2.2,39366.53,1,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
591,Lenovo,Notebook,12,2.2,50553.23,0,0,174.05705383053478,AMD Processor,0,512,AMD,Windows
592,Dell,2 in 1 Convertible,4,1.39,32121.81,1,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
593,Samsung,Notebook,16,2.5,90505.73000000001,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
594,Lenovo,Notebook,4,2.8,28179.83,0,0,156.9531814888059,Intel Core i3,500,0,Intel,Other
595,Lenovo,Notebook,8,2.29,24450.93,0,0,123.83434142318255,Intel Core i3,1000,0,Intel,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,107871.75,1,1,204.15714584634154,Intel Core i7,0,512,Intel,Windows
597,Lenovo,Notebook,8,1.7,78519.98000000001,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
598,Dell,2 in 1 Convertible,8,1.34,88960.90000000001,1,0,217.2232031805074,Intel Core i5,0,256,Intel,Windows
599,Dell,Workstation,8,2.06,93915.01000000001,1,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
600,HP,Notebook,8,1.84,64936.130000000005,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
601,HP,Notebook,4,2.1,35609.9296,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
602,Acer,Notebook,4,1.6,17525.83,0,0,193.94928855402446,Other Intel Processor,0,0,Intel,Windows
603,MSI,Gaming,16,4.14,117140.73000000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
604,Dell,Notebook,4,2.18,24770.550000000003,0,0,123.83434142318255,Intel Core i3,1000,0,AMD,Other
605,MSI,Gaming,16,1.8,122467.73000000001,0,0,348.11410766106957,Intel Core i7,2000,256,Nvidia,Windows
606,Toshiba,Notebook,8,2.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
607,Lenovo,Notebook,6,2.4,30044.280000000002,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
608,Lenovo,2 in 1 Convertible,8,2.0,69197.73000000001,1,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
609,Acer,Notebook,4,1.6,18591.23,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
610,Lenovo,Notebook,32,2.5,260969.73,0,1,348.11410766106957,Other Intel Processor,0,1000,Nvidia,Windows
611,Dell,Gaming,16,2.59,46824.862700000005,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
612,Dell,Notebook,4,2.18,23646.553,0,0,123.83434142318255,Intel Core i3,1000,0,Intel,Other
613,Dell,Notebook,4,2.25,19123.93,0,0,123.83434142318255,Intel Core i3,1000,0,Intel,Other
614,Dell,Notebook,4,1.93,46291.630000000005,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Other
615,Asus,Gaming,8,3.0,62219.36,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
616,Dell,Notebook,4,2.18,30310.63,0,0,174.05705383053478,Intel Core i5,0,128,AMD,Other
617,HP,Ultrabook,8,1.84,73992.03,0,0,174.05705383053478,Intel Core i7,0,512,Intel,Windows
618,MSI,Gaming,16,2.94,120808.90220000001,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
619,Acer,2 in 1 Convertible,4,1.25,20189.33,1,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
620,HP,Notebook,8,2.31,59875.48,0,0,137.98683758583198,Intel Core i5,0,256,Intel,Windows
621,Lenovo,Notebook,8,1.65,78040.55,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
622,Dell,Notebook,4,2.2,41337.520000000004,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
623,Fujitsu,Notebook,8,2.2,42562.73,0,0,123.83434142318255,Intel Core i5,0,256,Intel,Windows
624,HP,Notebook,4,1.88,49647.64,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
625,Lenovo,Notebook,8,2.2,47889.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
626,Mediacom,Notebook,2,1.4,12731.53,0,0,193.94928855402446,Other Intel Processor,0,0,Intel,Windows
627,Lenovo,Notebook,4,2.2,24930.36,0,0,174.05705383053478,Intel Core i5,0,128,Intel,Other
628,Asus,2 in 1 Convertible,6,1.5,34040.0627,1,0,204.15714584634154,Intel Core i5,1000,0,Intel,Windows
629,Dell,Notebook,8,2.0,96951.40000000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
630,Asus,Ultrabook,16,1.1,101213.0,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
631,Dell,Gaming,16,2.62,78786.33,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
632,Lenovo,Notebook,4,1.8,44160.83,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
633,Lenovo,Notebook,4,2.2,30843.33,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
634,Asus,Notebook,8,2.0,21254.73,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Windows
635,Asus,Notebook,8,1.99,48295.6474,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
636,Dell,Ultrabook,8,1.23,99561.63,1,0,340.26190974390255,Intel Core i5,0,256,Intel,Windows
637,Lenovo,Notebook,2,1.42,13264.230000000001,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,93617.76340000001,1,1,204.15714584634154,Intel Core i7,0,256,Intel,Windows
639,Dell,Notebook,16,2.06,127794.73000000001,1,0,348.11410766106957,Intel Core i7,0,1000,Nvidia,Windows
640,Lenovo,Gaming,8,2.5,59076.43,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
641,HP,Notebook,8,2.6,27748.343,0,0,133.10245292923247,AMD Processor,1000,0,AMD,Windows
642,Lenovo,Ultrabook,16,1.14,130511.50000000001,0,1,193.94928855402446,Intel Core i7,0,512,Intel,Windows
643,Asus,Gaming,8,2.5,62272.630000000005,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
644,Acer,Notebook,4,2.4,23971.5,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
645,Lenovo,Notebook,4,1.43,14595.980000000001,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
646,Acer,Ultrabook,8,1.8,48955.130000000005,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
647,Razer,Gaming,16,1.95,138448.73,0,0,193.94928855402446,Intel Core i7,0,256,Nvidia,Windows
648,Toshiba,Notebook,8,1.2,64616.51,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
649,Lenovo,Ultrabook,8,1.36,84379.68000000001,0,1,217.2232031805074,Intel Core i7,0,256,Intel,Windows
650,Asus,Gaming,32,3.8,149102.73,0,1,156.9531814888059,Intel Core i7,0,512,Nvidia,Windows
651,Acer,Gaming,8,2.4,37768.43,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
652,Dell,Ultrabook,8,1.2,77236.17300000001,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
653,MSI,Gaming,8,2.2,63487.186,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
654,HP,Notebook,4,1.86,19438.222999999998,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Other
655,Toshiba,Notebook,8,2.0,56679.280000000006,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
656,Dell,Notebook,8,2.2,48955.130000000005,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
657,Dell,Notebook,16,2.2,60461.450000000004,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
658,Lenovo,Gaming,8,3.31,63710.920000000006,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
659,Dell,Gaming,32,4.42,167660.39990000002,0,1,313.9063629776118,Intel Core i7,1000,512,Nvidia,Windows
660,Dell,Notebook,8,1.56,65468.83,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
661,Lenovo,Notebook,4,2.2,22320.13,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
662,Lenovo,Notebook,4,2.2,28499.45,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
663,HP,Notebook,6,2.04,28712.530000000002,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Windows
664,MSI,Gaming,8,2.7,79200.23790000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
665,Toshiba,Notebook,4,2.1,26528.460000000003,0,0,123.83434142318255,Intel Core i3,0,128,Intel,Windows
666,Dell,Notebook,8,2.06,50872.850000000006,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
667,HP,Notebook,8,2.1,39686.15,0,0,174.05705383053478,Intel Core i7,1000,0,AMD,Windows
668,Toshiba,Notebook,8,2.0,67013.66,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
669,Acer,Notebook,4,2.1,21947.24,0,0,123.83434142318255,Intel Core i3,0,128,Intel,Other
670,Microsoft,Ultrabook,8,1.252,99500.3695,1,0,236.33079975657054,Intel Core i7,0,256,Intel,Windows
671,Lenovo,Notebook,8,1.9,43572.196500000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
672,Lenovo,2 in 1 Convertible,8,1.3,55081.18,1,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
673,Lenovo,Notebook,4,2.2,18591.23,0,0,123.83434142318255,AMD Processor,0,128,AMD,Windows
674,HP,2 in 1 Convertible,4,1.63,37235.73,1,1,193.94928855402446,Intel Core i3,0,128,Nvidia,Windows
675,MSI,Gaming,16,2.4,68931.38,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
676,Asus,Ultrabook,8,1.1,60461.450000000004,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
677,HP,2 in 1 Convertible,8,1.4,26368.65,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
678,LG,Ultrabook,8,1.09,122467.73000000001,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
679,Acer,Gaming,16,2.5,69197.73000000001,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
680,MSI,Gaming,8,2.2,53158.133,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
681,Asus,Notebook,4,1.86,22320.13,0,0,123.83434142318255,Other Intel Processor,0,128,Intel,Windows
682,Dell,Gaming,16,3.21,109256.77,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
683,HP,Notebook,4,2.5,37235.73,0,1,156.9531814888059,Intel Core i3,0,256,AMD,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,79851.73000000001,1,1,204.15714584634154,Intel Core i7,0,512,Intel,Windows
685,Dell,Gaming,16,3.49,149888.46250000002,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
686,HP,Notebook,4,1.86,32633.7347,0,0,123.83434142318255,Intel Core i5,500,0,AMD,Windows
687,Dell,Notebook,4,2.2,29067.8409,0,0,123.83434142318255,Intel Core i3,1000,0,AMD,Windows
688,HP,Notebook,6,2.65,30310.63,0,1,156.9531814888059,AMD Processor,2000,0,AMD,Windows
689,Lenovo,Notebook,4,2.1,16939.86,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
690,Acer,Notebook,4,1.45,19976.25,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
691,Lenovo,Notebook,4,1.7,37235.73,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
692,HP,Workstation,8,3.14,101638.62730000001,0,0,156.9531814888059,Intel Core i7,500,0,Nvidia,Windows
693,Lenovo,2 in 1 Convertible,8,1.42,137969.30000000002,1,0,258.59905140536597,Intel Core i7,0,256,Intel,Windows
694,Toshiba,Notebook,8,1.5,51831.71000000001,0,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
695,Acer,Netbook,4,1.4,14329.630000000001,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,93169.23000000001,1,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
697,Asus,2 in 1 Convertible,4,1.2,35637.630000000005,1,0,217.2232031805074,Other Intel Processor,0,0,Intel,Other
698,Toshiba,Ultrabook,16,1.36,99987.79000000001,1,0,204.15714584634154,Intel Core i7,0,512,Intel,Windows
699,HP,Notebook,4,2.1,36703.03,0,1,174.05705383053478,Intel Core i7,500,0,AMD,Windows
700,Dell,Gaming,8,2.56,43628.130000000005,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
701,Lenovo,Notebook,4,2.2,21254.73,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
702,Lenovo,Notebook,8,2.2,22852.83,0,0,123.83434142318255,AMD Processor,1000,0,AMD,Windows
703,Lenovo,Notebook,4,2.1,33104.641500000005,0,0,174.05705383053478,Intel Core i5,2000,0,Intel,Windows
704,Lenovo,Notebook,4,1.9,23971.5,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Other
705,Dell,Notebook,8,2.18,42349.65,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
706,Acer,2 in 1 Convertible,8,1.6,53216.73,1,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
707,Lenovo,Workstation,16,2.18,98815.85,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
708,Lenovo,Notebook,8,1.8,63444.57000000001,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
709,HP,Notebook,6,2.71,34892.3827,0,1,156.9531814888059,AMD Processor,2000,0,AMD,Windows
710,Lenovo,Gaming,8,2.5,66534.23000000001,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
711,Dell,Notebook,8,1.64,58011.030000000006,0,0,193.94928855402446,Intel Core i5,0,256,Nvidia,Other
712,Dell,Notebook,8,1.98,38674.020000000004,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
713,Asus,Notebook,4,1.5,15874.460000000001,0,0,193.94928855402446,Other Intel Processor,0,0,Intel,Windows
714,Dell,Notebook,16,1.93,75998.17820000001,0,0,174.05705383053478,Intel Core i5,0,512,Intel,Windows
715,Lenovo,Notebook,8,1.87,45656.11890000001,0,1,193.94928855402446,Intel Core i5,0,256,Nvidia,Windows
716,Dell,Notebook,8,1.9,62805.33,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
717,Lenovo,Notebook,4,2.19,15874.460000000001,0,0,123.83434142318255,AMD Processor,500,0,AMD,Windows
718,Mediacom,Notebook,4,1.4,14116.550000000001,0,1,193.94928855402446,Other Intel Processor,32,0,Intel,Windows
719,HP,Notebook,8,2.63,63924.00000000001,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
720,Lenovo,Ultrabook,8,1.17,89847.31280000001,0,1,258.59905140536597,Intel Core i7,0,512,Intel,Windows
721,HP,2 in 1 Convertible,8,1.58,44565.682,1,1,145.2493027219284,Intel Core i5,0,256,Intel,Windows
722,Lenovo,Ultrabook,8,1.32,79851.73000000001,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
723,Dell,Gaming,32,4.36,194936.238,0,0,313.9063629776118,Intel Core i7,1000,1000,Nvidia,Windows
724,MSI,Gaming,8,2.7,71833.52960000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
